ID	locution1	locution2	proposition1	proposition2	label
QT50_102	Right now we don't have any of those three things	Crucially, more than anything else, we need energy that is affordable, that is reliable and that is secure	right now we don't have any of those three things, energy that is affordable, that is reliable and that is secure	crucially, more than anything else, we need energy that is affordable, that is reliable and that is secure	1.0
QT50_026	that money will be clawed back	Yes	that money will be clawed back	yes, the measures are not targeted	0.0
QT30_183	there would have been way fewer Labour MPs than there are now	I have not been elected once	there would have been way fewer Labour MPs than there are now	Michelle Dewberry has not been elected once	0.0
QT30_137	it is not out the question because the government is doing this	We had a vaccines minister saying it is out the question	it is not out the question because the government is doing this	we had a vaccines minister saying it is out the question	1.0
QT50_200	Or is it that they're going to get released and we're going to go through this again	As much as we don't want to think that she's going to get released, is it not setting the precedence for everybody else that's been jailed since that they're going to have to spend that much time in and they're not going to get a chance to be released	or they are going to get released and we're going to go through this again	as much as we don't want to think that Tracey Connelly is going to get released, is it not setting the precedent for everybody else that's been jailed since that they're going to have to spend that much time in and they're not going to get a chance to be released	0.0
QT30_080	he was really just representing himself	Mr Trump I thought was going to represent them in Washington	Donald Trump was really just representing himself	Anthony Scaramucci thought Donald Trump was going to represent desperational working class families in Washington	1.0
QT50_506	instead of talking about the issues of the inhabitants	we’re spending this debate talking about crazy protesters and politicians going off to echo chambers in Egypt about responding to the most dystopian visions of the planet	we're not talking about the issues of the inhabitants	we’re spending this debate talking about crazy protesters and politicians going off to echo chambers in Egypt about responding to the most dystopian visions of the planet	0.0
QT50_603	the cleaners were all there	I then became very conscious that the MPs carried on not coming in	the cleaners were all there for government	Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in	1.0
QT30_541	there are still people suffering from long COVID, which is a really serious illness	There may be less people in hospital with COVID these days	there are still people suffering from long COVID, which is a really serious illness	there may be less people in hospital with COVID these days	0.0
QT50_532	I think the solution is very simple	Mr Rees-Mogg pointed out a very good solution	AudienceMember20230112QT14 thinks the solution is very simple	Mr Rees-Mogg pointed out a very good solution	0.0
QT30_480	It is the most nonsensical thing I've heard in my life	War is terror	"""war is terror"" is the most nonsensical thing AudienceMember 20210902QT37 heard in their life"	war is terror	0.0
QT30_165	do you really want to spend five years of that nine years arguing about independence	at the very heart of your policies	Lorna Slater really wants to spend five years of that nine years arguing about Scottish independence	we've got nine years to confront the climate emergency at the very heart of Lorna Slater's policies	1.0
QT30_248	the ending of the eviction ban is premature	I have every sympathy with landlords	the ending of the eviction ban is premature	AUDIENCE MEMBER has every sympathy with landlords	1.0
QT30_307	I don't think we are back to normal	the message coming out from the government will be we are back to normal	Andy Burnham doesn't think we are back to normal	the message coming out from the government will be we are back to normal	1.0
QT50_407	it was uppermost in most people’s minds that she was not fit for office	Why did they elect Liz Truss	it was uppermost in most people’s minds that Liz Truss was not fit for office	xxx is why the Conservative Party elected Liz Truss	0.0
QT50_020	but it is important we have strong opposition in other ways.	I think it has been really important we work together	it is important that Labour and Conservatives have strong opposition in other ways	it has been really important that Labour and Conservatives work together	1.0
QT30_334	I don't want to suffer right now with juice anxiety	I would love an electric car	AudienceMember 20211111QT19 doesn't want to suffer right now with juice anxiety	AudienceMember 20211111QT19 would love an electric car	1.0
QT30_097	logistics isn’t falling into the tech problem where we’re trying to get everybody to download apps	Colleen’s point of view are we going to fall into the same trap where it comes to rolling out the logistics of this	logistics isn’t falling into the tech problem where we’re trying to get everybody to download apps	Tom Kerridge can understand Colleen’s point of view are we going to fall into the same trap where it comes to rolling out the logistics of this	1.0
QT50_031	It's not the way to do this	They have to reverse ferret in front of those very staff who have built their trust	reverse ferret in front of those very staff who have built their trust is not the way to do this	the Government has to reverse ferret in front of those very staff who have built their trust	1.0
US2016_039	I just want to get the answer here	I will let you respond	HOLT just wants to get the answer here	HOLT will let TRUMP respond	0.0
QT50_416	the population is getting older, people need and can receive more support	we’re investing significant funds into social care	the population is getting older, people need and can receive more support	we’re investing significant funds into social care	0.0
QT50_478	That target still hasn’t been met	it was 100 billion	the target of 100 billion that the developed countries pledged to less developed countries to help them cope with climate change still hasn’t been met	the developed countries pledged 100 billion to less developed countries to help them cope with climate change	1.0
QT50_296	We have got empty properties in Paignton	Every bit of land they are	we have got empty properties in Paignton	they are using every bit of land	1.0
US2016_043	Wrong	if there were nuclear war in East Asia , well , you know , that 's fine	if there were nuclear war in East Asia, that's not fine	if there were nuclear war in East Asia, that 's fine	1.0
QT50_122	more should be done to let the Russian people know what's being done in their name	it's okay giving Ukrainians defensive weapons	more should be done to let the Russian people know what's being done in their name	it's okay giving Ukrainians defensive weapons	0.0
QT50_629	20 years later say, no, actually that was a man	a woman was born on January 21	20 years later we say, no, actually that was a man who was born on 21 January	a woman was born on January 21	1.0
QT30_302	I do watch athletics quite a lot	I don't watch a lot of sport	Jenni Murray watches athletics quite a lot	Jenni Murray doesn't watch a lot of sport	1.0
QT50_517	I'm not going to second-guess what conversations have been taking place in Wales	there has to be negotiations	Shabana Mahmood is not going to second-guess what conversations have been taking place in Wales	there has to be negotiations	0.0
QT30_388	people don't seem to be hearing it	you can list the pollees	people don't seem to be hearing the pollees	Nadhim Zahawi can list the pollees	0.0
QT30_235	You're not taking it onboard	listen to the man's advice	Donna is not taking the advice onboard	listen to Kevin Collins' advice	0.0
QT50_425	the fact that that’s been taken away	we thought we had it with national insurance	National Insurance has been taken away	we thought we had it with National Insurance	1.0
QT50_301	the crisis hasn't stopped	the pandemic finished in February	the crisis hasn't stopped	the pandemic finished in February	1.0
QT30_305	as complete amateurs, with no modelling, sticking our oar in to say what we think should happen without any idea whether that's an idea at the expense of people potentially dying	All that we can do in this situation is try our best to use the best knowledge that we have from the most knowledgeable people and make some sort of estimate about it	in the pandemic situation we shouldn't act as complete amateurs, with no modelling, sticking our oar in to say what we think should happen without any idea whether that's an idea at the expense of people potentially dying	all that we can do in the pandemic situation is try our best to use the best knowledge that we have from the most knowledgeable people and make some sort of estimate about it	1.0
QT50_374	you want us to open that all up again	We come straight through COVID and have been plunged into an economic crisis where people are risking their jobs, homes and livelihoods	Nicola Sturgeon wants us to open the conversation about Scottish independence all up again	we come straight through COVID and have been plunged into an economic crisis where people are risking their jobs, homes and livelihoods	0.0
US2016_025	income inequality remains significant , and nearly half of Americans are living paycheck to paycheck	There 's been a record six straight years of job growth , and new census numbers show incomes have increased at a record rate after years of stagnation	income inequality remains significant , and nearly half of Americans are living paycheck to paycheck	There 's been a record six straight years of job growth , and new census numbers show incomes have increased at a record rate after years of stagnation	1.0
QT30_249	we don't know if restrictions will be fully lifted then or not	We have been talking about 21 June	we don't know if restrictions will be fully lifted on 21 June or not	we have been talking about 21 June	0.0
QT50_648	I wouldn't give a damn about going to Rwanda	we constantly keep hearing sound bites from this Government about Rwanda	AudienceMember 20230427QT07 wouldn't give a damn about going to Rwanda	we constantly keep hearing sound bites from this Government about Rwanda	0.0
QT50_345	it is also right we look at the positive impacts of the growth plan	it hasn't gone as planned	it is also right we look at the positive impacts of the growth plan	the growth plan hasn't gone as planned	1.0
QT30_071	That’s what we should have	What’s gone completely wrong in the last two or three years is that we’ve got a Scottish government who generally are adversarial and negative about a whole range of things that might happen with the UK and Scotland working together	the UK and Scotland is what we should have	what’s gone completely wrong in the last two or three years is that we’ve got a Scottish government who generally are adversarial and negative about a whole range of things that might happen with the UK and Scotland working together	1.0
QT30_094	businesses may look to do that in the future	As a government we’ve not got plans to introduce a passport or anything like that, of that nature	businesses may look to introduce an immunity passport in the future	the UK government have not got plans to introduce an immunity passport or anything like that, of that nature	0.0
QT50_095	we need to be careful	there is a visa restriction and things like that	we need to be careful	there is a visa restriction and things like that	0.0
QT30_033	have actually shown themselves to be very compassionate, responsible and stoic	this next generation coming through have really defined this snowflake stereotype that's been applied to them too many times	this next generation have actually shown themselves to be very compassionate, responsible and stoic	this next generation coming through have really defined this snowflake stereotype that's been applied to them too many times	1.0
QT50_371	that's going to block it, is it not	Surely one of the arguments voting for independence is to enable Scotland to join the EU	using the pound is going to block joining the EU	surely one of the arguments voting for independence is to enable Scotland to join the EU	0.0
QT30_448	that's not going to solve the problem	it's important that people can see their GP face to face	seeing GPs face to face is not going to solve the problem	it's important that people can see their GP face to face	1.0
QT30_445	That was evidently not the case	both the other politicians on the panel have mentioned the police already having the powers	police already having the powers was evidently not the case	both the other politicians on the Question Time panel have mentioned the police already having the powers	1.0
QT50_440	some of us are involved in politics in order to try and make the world better	the modern way of looking at politicians is to laugh at us or to sneer at us	some of us are involved in politics in order to try and make the world better	the modern way of looking at politicians is to laugh at us or to sneer at us	0.0
QT50_156	I'm very much with you in terms of the difficulties that people are having paying those high heating oil prices	There is a competitive market out there	people are having difficulties paying those high heating oil prices	there is a competitive market out there	1.0
QT50_261	in 1970 whether I got married I felt very bitter about it	I agree with affordable however	in 1970 when AudienceMember 20220707QT46 got married he felt very bitter about affordable homes	AudienceMember 20220707QT46 agrees with affordable homes	0.0
QT30_077	he made it impossible	You could see me on countless shows trying to advocate on behalf of Republican policies and what the President was doing	Donald Trump made it impossible to advocate on behalf of Republican policies and what he was doing	you could see Anthony Scaramucci on countless shows trying to advocate on behalf of Republican policies and what President Donald Trump was doing	1.0
QT30_084	Even that’s not going to solve the problem	It’s the only time I can remember in my lifetime though where the whole world is cooperating on a vaccine	even global vaccine co-operation is not going to solve the problem	this is the only time Marie van der Zyl can remember in her lifetime though where the whole world is cooperating on a vaccine	0.0
QT50_304	That was uncosted	£400 billion	400£ for the pandemic was uncosted	the Government helped us with £400 billion during the pandemic	1.0
QT30_082	they’ve had opportunities through impeachment and others to, as it were, remove him	it seems that some Republicans are getting buyer’s remorse and regretting that Donald Trump is their representative in the presidential race	republicans have had opportunities through impeachment and others to, as it were, remove him	it seems that some Republicans are getting buyer’s remorse and regretting that Donald Trump is their representative in the presidential race	1.0
QT30_457	at the moment the UK Government has not yet committed to sending vaccines to India	It is both the morally right thing to do, and also a self-interested thing to do to make sure that we get this parallel roll-out	at the moment the UK Government has not yet committed to sending vaccines to India	it is both the morally right thing to do, and also a self-interested thing to do to make sure that we get this parallel roll-out	0.0
QT50_212	the mechanism, the precise mechanism we now have took a bit of time to sort out	we have had the announcement	the mechanism, the precise mechanism we now have took a bit of time to sort out	we have had the announcement of the windfall tax	0.0
QT50_334	The circumstances outweigh any gains	it did want to free up and take off the edge of some of what is effectively a tax on moving and on the housing market	the circumstances outweigh any gains	the government did want to free up and take off the edge of some of what is effectively a tax on moving and on the housing market	0.0
QT30_436	you're not winning people over and you're not helping the cause	we want to tackle climate change	the M25 protest is not winning people over and you're not helping the cause	we want to tackle climate change	0.0
QT50_145	now the Government has gone back to the British Geological Survey and asked them to look again at it	fracking was something that you yourself said had no place really in the British economy	the Government has now gone back to the British Geological Survey and asked them to look again at fracking	fracking was something that Greg Hands himself said had no place really in the British economy	1.0
QT50_490	It’s a protest	there’s a new law saying that we mustn’t make noise when we protest	it’s a protest	there’s a new law saying that we mustn’t make noise when we protest	0.0
QT30_404	we don't want you after that	if we're trying to employ people to come from abroad	we don't want seasonal workers after 2 months	we're trying to employ people to come from abroad	1.0
QT50_585	I can this time, it really, really isn't my fault	I can't often say that	Peter Hitchens can this time, it really, really is not my fault	Peter Hitchens cannot often say that isn't his fault	1.0
QT50_168	we're left in gridlock	things happen at short notice	we're left in gridlock	things happen at short notice	1.0
QT50_217	Stormont is going to do anything	As a unionist I agree with most of what Emma said	Stormont is not going to do anything	as a unionist AudienceMember 20220609QT263 agrees with most of what Emma Little-Pengelly said	0.0
QT30_104	The problem is your prime minister did that 48 hours earlier	This morning, when you were challenged on that question you said you wouldn’t bandy around random numbers	the problem is your prime minister bandied around random numbers 48 hours earlier	this morning, when you were challenged on that question about disappointment you said you wouldn’t bandy around random numbers	1.0
QT50_038	you don't have the freedom to shout fire in a crowded restaurant	you do have the freedom to do a lot of things	you don't have the freedom to shout fire in a crowded restaurant	you do have the freedom to do a lot of things	0.0
QT50_470	Russia, the fourth largest emitter	Putin from Russia, the fourth largest emitter, he is not attending either	Russia is the fourth largest emitter of greenhouse gases	Putin from Russia is not attending COP27 either	0.0
QT50_166	they charge it from Luxemburg or somewhere	of companies, that you can buy something here and they make the money here	companies charge it from Luxemburg or somewhere	of companies, that you can buy something here and they make the money here	0.0
QT30_062	originally the government was suggesting face coverings were not necessary and might give a false sense of confidence	Face covering matter	originally the government was suggesting face coverings were not necessary and might give a false sense of confidence	Face covering matter	1.0
QT30_281	I don't disagree	I have been fighting against some of the excessive limitations about this	David Davis doesn't disagree that Boris Johnson's non-action was a missed opportunity to set the standard for social distancing	David Davis has been fighting against some of the excessive limitations about social distancing	0.0
US2016_048	We can not be the policemen of the world	as far as Japan is concerned , I want to help all of our allies	USA can not be the policemen of the world	as far as Japan is concerned , TRUMP wants to help all of USA's allies	1.0
QT30_238	we don't know who to trust	I'm sure you're right and very well informed	we don't know who to trust	Jenni Murray is sure Anthony Costello is right and very well informed	1.0
QT30_223	we've got to learn and improve	franchises just doesn't work	we've got to learn and improve	franchises just doesn't work	0.0
QT30_145	it is difficult	We'd love to be giving more money	giving more money is difficult	we'd love to be giving more money	1.0
QT50_666	It's the rest of the world where they're going up	When we talk about we, sure, China, the rest of the world, I mean the rich world's carbon emissions have been going down pretty much over the last couple of decades	it's the rest of the world where they're going up	when we talk about we, sure, China, the rest of the world, the rich world's carbon emissions have been going down pretty much over the last couple of decades	0.0
QT30_373	has the UK government ignored it	animal agriculture is the second biggest cause of climate change, before transport	the UK government has ignored animal agriculture	animal agriculture is the second biggest cause of climate change, before transport	1.0
QT30_118	as a five-party coalition there will be bumps along the way	I think we are working together in the executive	as a five-party coalition there will be bumps along the way	Arlene Foster thinks we are working together in the executive	1.0
QT50_417	we’re committed to dealing with those	We absolutely recognise that there are backlogs	we’re committed to dealing with those issues of funding social care	we absolutely recognise that there are backlogs in funding social care	0.0
QT30_250	in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,	I agree with Heather about keeping a rental sector going	in the medium term we need architects and builders to be coming up with much more low cost, affordable housing,	Anthony Costello agrees with Heather McGregor about keeping a rental sector going	0.0
US2016_016	I think the big problem this country has is being politically correct	And frankly , what I say , and oftentimes it 's fun , it 's kidding	the big problem this country has is being politically correct	what TRUMP says , and oftentimes it 's fun , it 's kidding	0.0
QT30_009	I think that this is really more of a challenge that we keep on being promised things are going to be here and then they're not	The app question is interesting	the track and trace system is really more of a challenge than what we keep on being promised that things are going to be here and then they're not	the track and trace app question is interesting	0.0
QT30_449	which I think is wrong when people are saying that you can get in…supposed to be able to see the GP face to face	it all has to be done via the phone	having to consult with your GP via phone is wrong when people are saying that you are supposed to be able to see the GP face to face	consultations with the one GP in our practice all have to be done via the phone	1.0
QT30_255	there's something wrong where we tell people unless they pump their body full of a chemical, they are out of their job	I'm not hesitant	there's something wrong where we tell people unless they pump their body full of a chemical, they are out of their job	AudienceMember 20210624QT12 is not vaccine hesitant	1.0
QT50_022	Maggie is a wonderful exception	Isn't that because scientists don't want to be politicians	Maggie is a wonderful exception	that's because scientists don't want to be politicians	0.0
QT30_389	"unless we are saying to these farmers ""We don't want a pig industry in this country"""	It has to be resolved	"unless we are saying to these farmers ""We don't want a pig industry in this country"""	the issue of culling healthy pigs that won't go into our food chain has to be resolved	0.0
QT50_580	Both governments failed to do that	The key thing about Section 35 is you're supposed to resolve all these problems before you get there	both governments failed to resolve all problems concerning women's safety	the key thing about Section 35 is you're supposed to resolve all problems concerning women's safety before you get to passing a bill	1.0
QT50_494	Or are we just nostalgic about the old days	have we got a lesser class of politicians now than we used to	we are or are not just nostalgic about the old days	we have or have not got a lesser class of politicians now than we used to	0.0
QT30_557	the government has chosen to centralise and use a private company, Cerco, to take the lead on this	it’s about having a functioning public health infrastructure that is able to deal with local outbreaks locally	the government has chosen to centralise and use a private company, Cerco, to take the lead on the public health infrastructure	it’s about having a functioning public health infrastructure that is able to deal with local outbreaks locally	1.0
QT30_460	the substantial difference is going to be made when we allow other manufacturers, countries, to safely manufacturer these vaccines	Do both	the substantial difference is going to be made when we allow other manufacturers, countries, to safely manufacturer these vaccines	the UK Government should send vaccines abroad and ease the intellectual property rules around who owns this vaccine technology	1.0
QT50_650	they're an even more vulnerable population	given that if we're talking about the welfare of these people who come here	undocumented people are an even more vulnerable population	we're talking about the welfare of these people who come here	0.0
QT30_144	there's not a magic money tree, to coin a phrase, out there	we deserve greater than a 1 percent pay rise	there's not a magic money tree out there	we deserve greater than a 1 percent pay rise	1.0
QT30_501	I'm not sure we should be replicating	we're re-enacting the situation that George found himself at the end of his life	AudienceMember 20210805QT28 is not sure we should be replicating	we are re-enacting the situation that George found himself at the end of his life	1.0
QT30_505	Welsh supporters can't go	Denmark supporters can go	Welsh supporters can't go to the football game	Denmark supporters can go to the football game	0.0
QT50_595	it is still possible to make Brexit work	we don't want to re-litigate the debates of the past	it is still possible to make Brexit work	Labour do not want to re-litigate the debates of the past	0.0
QT30_383	but when you listen to what he said, he said nothing	He was able to excite everyone with his slogans	when you listen to what Boris Johnson said, he said nothing	Boris Johnson was able to excite everyone with his slogans	1.0
QT50_163	it is important, she is paying tax on her UK income	Yes	importantly, Akshata Murthy is paying tax on her UK income	yes, Akshata Murthy is not paying tax on the vast majority of her income	0.0
QT50_146	actually £9 billion set aside, a £200 discount on energy bills, £150 discount on council tax, additional funds to make sure the most vulnerable are able…give them assistance in paying their energy bills	Not deal with it completely	the package launched by the Chancellor of the Exchequer actually set aside £9 billion, a £200 discount on energy bills, £150 discount on council tax, additional funds to give the most vulnerable  assistance in paying their energy bills	the package launched by the Chancellor of the Exchequer doesn't deal with the rise in bills completely	1.0
QT50_608	the IMF forecast the UK to be the only G7 economy that’s going to shrink this year	we’ve actually had the third highest rate of growth in the G7 since 2007	the IMF forecast the UK to be the only G7 economy that’s going to shrink this year	we’ve actually had the third highest rate of growth in the G7 since 2007	1.0
QT30_454	it is more than that	we know the extent of the cladding that isn't fit for purpose	it is more than the cladding that isn't fit for purpose	we know the extent of the cladding that isn't fit for purpose	0.0
QT30_264	the government said would never happen	for those farmers which are going to be undercut	the government said farmers being undercut would never happen	for those farmers which are going to be undercut	1.0
QT50_359	at the moment, to me that's a secondary issue	Every party wants their party to win	at the moment, to Douglas Ross whether Liz Truss will win the general election is a secondary issue	every party wants their party to win	1.0
QT30_232	in the Netherlands it is 200	He is talking about £310 per pupil	in the Netherlands there is £200 per pupil	Kevin Collins is talking about £310 per pupil	0.0
QT30_444	I don't think it's fair to say that any rational person thinks that we should just adopt their policies overnight	we might applaud their end goal	Kate Andrews does not think it's fair to say that any rational person thinks that we should just adopt their policies overnight	we might applaud the protestors' end goal	1.0
QT30_395	the temporary visas is not enough	I dealt with the issue around the visas on the abattoirs	the temporary visas is not enough	Nadhim Zahawi dealt with the issue around the visas on the abattoirs	0.0
QT50_339	Right now it doesn't	you can't talk about growing your economy unless you've got a decent childcare system that supports parents into work	right now the childcare system does not support parents into work	you can't talk about growing your economy unless you've got a decent childcare system that supports parents into work	1.0
QT30_176	not officially	you've hitched your wagon	the Scottish Greens have not officially hitched their wagon	the Scottish Greens have hitched their wagon	1.0
QT30_018	It seems to me to be infantilising of Government ministers to try to pretend that could be the case	you treat people like adults	it seems to Alex Massie to be infantilising of Government ministers to try to pretend that could be the case	you treat people like adults	1.0
QT50_661	nothing	we hear words from the Conservative Government	nothing is happening	we hear words from the Conservative Government	1.0
QT50_560	she wants money	What she is saying saying is not tribute so much	AudienceMember 20230209QT01 wants money	what AudienceMember 20230209QT01 is saying saying is not tribute	0.0
QT50_431	certainly when you look at the facts nurses do require some special treatment	I don’t like to pick on special cases	certainly when you look at the facts nurses do require some special treatment	Theo Paphitis doesn't like to pick on special cases	1.0
QT50_427	have had similar spending as a percentage of GDP, but actually have better outcomes	there are countries that have similar outcomes	some countries have had similar spending as a percentage of GDP, but actually have better outcomes	there are countries that have similar outcomes	1.0
QT50_024	I was able to push the then actual Secretary of State for housing to make a commitment to 3.5 billion for cladding removal	It was shadow housing secretary it was hard to get the government to acknowledge the damage done on cladding	Thangam Debonnaire was able to push the then actual Secretary of State for housing to make a commitment to 3.5 billion for cladding removal	as shadow housing secretary it was hard to get the government to acknowledge the damage done on cladding	1.0
QT30_061	that’s just wrong, it’s wrong	Otherwise, unsurprisingly, young people…young black people in Britain will think that there has been no progress	for young black people in Britain to think that there has been no progress is just wrong	otherwise, unsurprisingly, young people…young black people in Britain will think that there has been no progress	1.0
QT30_272	It can't be both	The matter is closed one minute and he took decisive action the next	it can't be both	the matter is closed one minute and he took decisive action the next	0.0
QT50_502	it’s hugely under attack by this government	peaceful protest is massively important	peaceful protest is hugely under attack by this government	peaceful protest is massively important	1.0
QT50_674	We need to have a bit of vision	that's what's going on	we need to have a bit of vision	party factionalism leading to short termism is what's going on	0.0
QT30_278	it is a dramatically suppressed link	It is not a broken link	breaking the link between the cases and the hospitalisation and the hospitals is a dramatically suppressed link	breaking the link between the cases and the hospitalisation and the hospitals is not a broken link	1.0
QT50_461	we only invest 1.7%	he wants to invest in research and development	we only invest 1.7%	Keir Starmer wants to invest in research and development	1.0
QT50_123	I don't know how	surely we can do something about that	AudienceMember 20220331QT31 doesn't know how to stop Vladimir Putin from controlling social media	surely we can do something about Vladimir Putin controlling social media	1.0
QT30_368	it is a reserve cluster	in terms of carbon capture and storage in the Scottish Cluster, in the Acorn project, of course it was disappointing that it didn't achieve tier one status	the Scottish Cluster, in the Acorn project, is a reserve cluster	in terms of carbon capture and storage in the Scottish Cluster, in the Acorn project, of course it was disappointing that it didn't achieve tier one status	1.0
QT50_649	the barracks will house something like 5,000	in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed	the barracks will house something like 5,000 people	in terms of being credible, you've got 166,000 odd people waiting to have their asylum claim processed	1.0
QT30_036	participation rates among those from more disadvantaged backgrounds has fallen by a third	Since it was introduced in 2017, it was meant to get more young people, particularly from disadvantaged backgrounds, into apprenticeships to give them better life chances	participation rates in apprenticeship program among those from more disadvantaged backgrounds have fallen by a third	Since apprenticeship levy was introduced in 2017, it was meant to get more young people, particularly from disadvantaged backgrounds, into apprenticeships to give them better life chances	1.0
QT50_164	there seems to be a real problem with the whole concept of non-dom status	I'm not talking about Rishi Sunak's wife	there seems to be a real problem with the whole concept of non-dom status	Justin Welby is not talking about Rishi Sunak's wife	0.0
QT50_436	which is obviously going to be a big challenge	not just talk about the pay rise	the pay rise issue is obviously going to be a big challenge	Stephanie Flanders hopes the government doesn't just talk about the pay rise	1.0
QT50_091	if they go to France, they can get in a dinghy and get free entry	isn't it ironic that we've got people in need, yeah, because of the war, who are having barriers put in front of them to come to this country	if people in need go to France, they can get in a dinghy and get free entry	isn't it ironic that we've got people in need, because of the war, who are having barriers put in front of them to come to this country	0.0
QT50_546	from all my years of going on Question Time I know that the two most unpopular things to suggest and to support are incest and private medicine	what about using more private medicine?	from all my years of going on Question Time I know that the two most unpopular things to suggest and to support are incest and private medicine	the NHS should be using more private medicine	1.0
QT50_376	the Labour Party, Conservatives and the Liberals majored on the party that their parties should be supported to stop a referendum	there should be a referendum on independence	the Labour Party, Conservatives and the Liberals majored on the party that their parties should be supported to stop a referendum	John Swinney in his manifesto said that there should be a referendum on independence	0.0
QT30_547	not unanimous	Quite a lot	the audience is not unanimous in raising their hands if they think that Matt Hancock should be one of the first to take the vaccine	quite a lot of the audience has raised their hand	1.0
QT50_541	they take everything, move everything, sweep everything, and cap it	they have got all the opportunities when things like this happen	the NHS take everything, move everything, sweep everything, and cap it	the NHS got all the opportunities when things like attack on AudienceMember20230126QT08 happen	0.0
QT50_117	you contrast that to the £20 a week cut to Universal Credit	We've increased social security spending where we have control of our spending by six per cent in Scotland	you contrast that to the £20 a week cut to Universal Credit	we've increased social security spending where we have control of our spending by six per cent in Scotland	0.0
QT50_167	the rules are wrong	I'm not criticising her at all	the rules are wrong	Justin Welby is not criticising the Chancellor's wife at all	0.0
QT30_191	the system we're in makes life often worse generation after generation for working-class people	they're up against extremely powerful people with a private education, with inherited money, for whom life will always get better	the system we're in makes life often worse generation after generation for working-class people	the working class is up against extremely powerful people with a private education, with inherited money, for whom life will always get better	0.0
QT30_456	evidently it does not resolve the problem	I understand this does offer some relief	evidently the fund does not resolve the problem	Boris Johnson's fund does offer some relief	0.0
QT30_393	these sectors are worth a lot to our economy	We have seen a daffodil harvest that didn't happen	these sectors are worth a lot to our economy	we have seen a daffodil harvest that didn't happen	0.0
QT50_104	when that goes up after tomorrow we will still have significantly lower energy prices than many other European countries	the energy price cap	when the energy price cap goes up after tomorrow we will still have significantly lower energy prices than many other European countries	Maria Caulfield recognises many of the struggles that families in her constituency are facing with the energy price cap	0.0
QT50_189	again, SAGE warned, the Lancet Journal warned, colleagues warned in the House of Commons	Sadly, when the Prime Minister made his apology in the Commons last week, he made this claim about not knowing, about asymptomatic transmission	again, SAGE warned, the Lancet Journal warned, colleagues warned in the House of Commons	sadly, when the Prime Minister made his apology in the Commons last week, he made this claim about not knowing, about asymptomatic transmission	1.0
US2016_044	It 's lies	have a good time , folks	it's lies that TRUMP wishes a good time having nuclear war	have a good time having nuclear war	1.0
QT50_157	for somebody like Putin? He told us he wasn't going to invade, and he did	talking is always good	talking does not work for somebody like Putin, he told us he wasn't going to invade, and he did	talking is always good	1.0
QT30_419	now, you know, that's not allowed for insurance and things like that	In the olden days, they used to be able to take their wives with them	now HGV drivers are not allowed to take their wives with them for insurance and things like that	in the olden days, HGV drivers used to be able to take their wives with them	0.0
QT30_375	don't dehumanise to the lengths that some might	every politicians does have family scrutinised, criticised, hold politicians accountable, do all of that, that's a life bud of our democracy	don't dehumanise to the lengths that some might	every politicians does have family scrutinised, criticised, hold politicians accountable, do all of that, that's a life bud of our democracy	0.0
QT30_412	I'm not aware of all the backhanders that go on	It's a strange situation because we know that there are back-handers going on	AudienceMember20210916QT06 is not aware of all the backhanders that go on	it's a strange situation because we know that there are back-handers going on	1.0
QT30_074	what’s important here is that we see action	It’s all very well the Labour party saying sorry, and Keir Starmer did give an apology on the day he was elected	what’s important here is that we see action from the Labour party on anti-semitism	it’s all very well the Labour party saying sorry for anti-semitism, and Keir Starmer did give an apology on the day he was elected	0.0
QT50_670	it's difficult	That's what we need to do	building more homes is difficult	building more houses is what we need to do	1.0
QT50_472	what he’s doing is greenlighting yet more oil and gas	we had Rishi Sunak claiming that he’s going to go faster	what Rishi Sunak is doing is greenlighting yet more oil and gas	we had Rishi Sunak claiming that he’s going to go faster	0.0
QT30_500	we have got to change the mindset of people	Racism must not be tolerated in society at all	we have got to change the mindset of people	racism must not be tolerated in society at all	0.0
QT50_254	At the same time we have one hand tied behind our back because the UK government have taken £20 a week out of universal credit	That has been described as a game changer	at the same time we have one hand tied behind our back because the UK government have taken £20 a week out of universal credit	raising child payment to £20 a week has been described as a game changer	1.0
QT50_415	we don’t have 40	did you just say we have 40 new hospitals	we don’t have 40 new hospitals	Lucy Frazer did just say we have 40 new hospitals	1.0
QT50_045	none of that means that we shouldn't be conscious about the affect it has on people who have very properly followed the rules very precisely	we should understand the circumstances	being played by Dominic Cummings doesn't mean we shouldn't be conscious about the effect it has on people who have very properly followed the rules very precisely	we should understand the circumstances	0.0
QT30_114	we can have a border internally within the United Kingdom	the United Kingdom under Theresa May fell into the trap that was led for them by the Republic of Ireland that the Belfast Agreement was about no borders on the island of Ireland	we can have a border internally within the United Kingdom	the United Kingdom under Theresa May fell into the trap that was led for them by the Republic of Ireland that the Belfast Agreement was about no borders on the island of Ireland	0.0
QT30_417	of course it's a bigger pool to fish from	Europe has its own issues with HGV drivers	Europe is of course a bigger pool to fish HGV drivers from	Europe has its own issues with HGV drivers	1.0
QT50_030	I'm prepared to take the risk	they will say if we do that we take away from investments	Victor Adebowale is prepared to take the risk	the energy producers will say if we do that we take away from investments	0.0
